item_name,platinum,quantity,seller
Inaros Prime Neuroptics Blueprint,35,1,SnowMitts
Inaros Prime Blueprint,7,1,SweetScavMusic
Inaros Prime Systems Blueprint,7,4,Achlyyss
Panthera Prime Stock,8,1,Man_Goat
Karyst Prime Handle,4,3,Setsuna_x3
Karyst Prime Set,25,1,-ASN-SkipperOfLeague
Panthera Prime Set,40,1,zyzy20
Panthera Prime Barrel,13,1,Setsuna_x3
Panthera Prime Receiver,10,1,CarboTurbo
Panthera Prime Blueprint,4,1,Prototipogamers
Karyst Prime Blueprint,5,1,asalto-PRIME
Karyst Prime Blade,15,1,Kuva-Junkie
Vigilante Supplies,29,8,theotherdream
Crushing Ruin,10,1,SenQmaN
Braton Prime Stock,2,2,Volaenyr
Dakra Prime Blueprint,5,1,TheVeganTeacher
Narrow Minded,10,1,fox.h
Xiphos Avionics Blueprint,30,1,-Skaii
Glaive Prime Blueprint,19,1,7owel
Primed Target Cracker,45,3,ragewolf2
Reflex Draw,3,10,Ahtih12
Akstiletto Prime Link,15,1,chucklemeowdoge
Bane Of Orokin,24,3,HappiNakir
Hunhow's Datascape Scene,149,1,Bartyde
Maim,9,4,Az9991
Oberon Prime Blueprint,7,1,CarboTurbo
Looter,59,1,Aiaes
Pistol Ammo Mutation,8,2,CSBradley
Poisonous Sting,4,1,gkenji
Harrow's Temple Scene,199,1,Bartyde
Amaryn's Retreat Scene,249,1,Bartyde
Color Key Scene,79,1,TK----
Phaedra Set,99,1,JADELIGHTEXIMUS
Cernos Prime String,5,1,MavizzDave
Cernos Prime Set,70,1,FcsUchiha
Valkyr Prime Blueprint,4,1,wordnA
Valkyr Prime Set,80,1,_R0SSA_
Venka Prime Blades,6,2,Setsuna_x3
Target Acquired,5,2,Why__Not
Loyal Companion,4,4,Schizobia
Decisive Judgement,4,2,VeridicalSeeker
Twirling Spire,9,2,strif.e
Auxiliary Power,4,1,ShanghaiPH
Eidolon Lens Blueprint,10,10,Meshocheck
Gleaming Talon,9,1,SweetScavMusic
Scavenge,4,40,BiNGO-BAG
Gunslinger,1,10,Big-Life
Sundering Weave,2,9,saminsrule
Phoenix Renewal,8,1,Nyexad
Shell Shock,44,1,guicaiano4562
Larva Burst,13,1,TheOzzer
Cleaving Whirlwind,2,1,Vivrin
Crowd Dispersion,4,2,RevantheCrusader
Cyngas Receiver,10,1,TrueCatch
Odonata Prime Blueprint,7,1,Tevis17
Blind Justice,2,1,Ryuooki
Full Contact,4,10,DreamJuno
Medi-Ray,9,3,PlatinumChaser
Electromagnetic Shielding,3,5,Acro
Imperator Vandal Set,49,1,Mondelvio
Afterburner,1,5,PigsHaveGreatExpectation
Primed Pistol Gambit,45,1,alexhendry97
Vaykor Hek,20,1,Dymerkon
Saryn Prime Neuroptics Blueprint,10,1,CarboTurbo
Nami Skyla Prime Blade,34,1,TheWeaselGodIsSweet
Kronen Prime Handle,9,1,Setsuna_x3
Gladiator Finesse,5,1,Kamikaze_v9
Augur Reach,14,2,zenith612
Sacrifice,50,13,Sooristos
Hunter Track,4,1,WekroM
Hunter Command,4,1,WekroM
Boar Prime Receiver,13,1,ImpulsedPrime
Omega Beacon,99,55,QUARANTNE
Regenerative Molt,9,3,CaringRubik
Boar Prime Stock,40,1,zyzy20
Gorgon Wraith Barrel,4,1,DevilTailP
Kogake Prime Boot,5,1,PHaraOH.A
Akbolto Prime Set,80,1,TheWeaselGodIsSweet
Akbolto Prime Link,2,1,Larizzl
Akbolto Prime Barrel,5,1,CurtainMh
Braton Vandal Blueprint,156,1,WellsyTHFC99
Limbo Prime Set,88,1,LuciFeRr7
Partitioned Mallet,11,1,Sunhawkk
Trapezium Xenorhast,2,93,WhiteWolfhz
Juice,15,1,phantasmalwordsmith
Saxum Thorax,5,1,Esi_of_Hasir
Necramech Pressure Point,18,1,DragonKnee
Necramech Vitality,9,2,onepixelarmy
Draining Bite,23,1,Praeh
Necramech Slipstream,6,3,DreamJuno
Acidic Spittle,50,1,RAD151
Endoparasitic Vector,12,1,BigBubbaJukes
Necramech Thrusters,10,1,DreamJuno
Damaged Necramech Weapon Pod,1,6,kazemon
Faceted Tiametrite,1,70,Schizobia
Damaged Necramech Engine,2,1,Vivrin
Bomb The Landin',27,1,sly_squash
Ayatan Sah Sculpture,4,1,Medjhail
Red Veil Augment Mod,10,5,likegod135
Reflect,4,3,Ragnargh
Rending Wind,200,1,iknalik
Corvas Receiver,8,1,sahstream666
Thermagnetic Shells,2,2,leekac
Corvas Stock,10,1,_kartin_
Kinetic Ricochet,2,141,Enniston
Mortal Conduct,15,1,DragonCarol
Parry,4,25,BiNGO-BAG
Sicarus Prime Blueprint,5,1,asalto-PRIME
Gorgon Wraith Set,10,2,darthgalaxo
Fracturing Crush,10,6,Xtheyemptysoul
Fang Prime Blueprint,1,2,Larizzl
Radiant Finish,9,1,Nixster._.
Ferocity,5,3,Kyrama410
High Voltage,49,1,BaguetteMuncha
Vauban Prime Chassis Blueprint,20,1,HeroTheSupport
Recharge Barrier,19,1,CoalBridge
Focused Acceleration,10,1,ZTG47
Collision Force,4,8,Yishi_
Latron Prime Blueprint,29,1,MUDFLAPS0000
Braton Prime Blueprint,1,1,PresidentBacon
Defiled Snapdragon,3,2,Erodori
Nikana Prime Hilt,38,1,XDMonsterTV
Nikana Prime Set,70,1,lucario422
Vital Sense,5,9,ItsJustaRide
Valkyr Prime Systems Blueprint,14,1,Deathbunnies
Cyngas Set,50,1,Okee311
Broken War Set,3,1,TheLionOfOrange
Venka Prime Gauntlet,35,1,VeridicalSeeker
Kaszas Set,40,1,DraugrOverlord
Velocitus Set,34,1,MirrorTheKiller
Fluctus Set,35,1,MirrorTheKiller
Dual Decurion Set,40,2,Xx_Zorka_xX
Broad Eye,4,1,Zecqi
Voltage Sequence,14,1,Atremiz
Akbronco Prime Blueprint,2,1,ShanghaiPH
Cryo Rounds,2,18,Ryuooki
Silent Battery,4,5,saminsrule
Phaedra Receiver,7,11,Lord_Lothric
Euphona Prime Receiver,25,1,ERRorMCS
Transient Fortitude,14,1,HennySicario
Concussion Rounds,3,6,DreamJuno
Howl,3,1,ShadowPrime321
Agkuza Handle,6,1,zKaTilysT
Carrier Prime Systems,6,1,serzaan34
Covert Lethality,8,3,BluberNuget
Feathered Arrows,15,3,xXNikisoXx
Loaded Capacity,99,1,Bartyde
Loose Chamber,50,3,Kirouna
Nano-Applicator,6,1,Meiko77
Focused Defense,4,3,snowballpee
Guided Ordnance,7,2,Scooben
Strun Wraith Blueprint,13,1,Monosteffer7324
Titanic Rumbler,13,2,DraconaxPrime
Spira Prime Blueprint,5,1,Prototipogamers
Spira Prime Set,107,1,PBJOtter
Sheev Blade,4,1,UltimateGrox
Sheev Heatsink,9,1,Xx_Your_DEATH_xX
Sheev Set,35,5,Kamui_Shirou
Rumbled,9,2,cyphrPrime_
Snipetron Vandal Blueprint,4,1,FrostyTheCow
Hunter's Bonesaw,3,13,Acro
Velocitus Barrel,18,3,Orth
Toxin Resistance,5,8,DreamJuno
Nami Skyla Prime Set,110,1,ephenk
Kronen Prime Set,100,1,Pingutroll
Helios Prime Systems,8,1,colton64
Extend,3,1,Frostvali
Primed Fever Strike,35,1,HuberVitim
Exodia Contagion,8,9,_kiir_a
Tiberon Prime Set,55,1,paladinjack
Exodia Epidemic,5,1,cybersparky13
Mirage Prime Systems Blueprint,12,2,Nichder_
Mirage Prime Blueprint,24,1,DevilVR
Primed Quickdraw,30,1,DieguittoArm
Mecha Recharge,15,1,DPS_MISHANIa
Synth Fiber,8,1,CSBradley
Hush,2,8,Ahtih12
Fragor Prime Head,8,1,Pheal
Trample,8,1,WurfkreuZ
Metal Auger,2,6,Erodori
Master Thief,2,3,Erodori
Cryo Coating,15,2,zzzyolozzz
Bursting Mass,9,5,Byrrr
Tipedo Prime Set,78,1,BrayanStearms
True Steel,3,3,Ahtih12
Four Riders,10,1,FcsUchiha
Vectis Prime Blueprint,7,1,IFEELBLOOD
Animal Instinct,4,10,Pichulosauriox
Combustion Beam,1,2,AB10T1C
Harkonar Scope,3,9,Acro
Gas City Dead Exit Scene,20,2,Resmini
Aerodynamic,15,2,victor190802br
Atlas Prime Set,65,1,Raedwulfe
Tekko Prime Blade,24,2,Nichder_
Tekko Prime Set,80,1,Sanurai_ShiEn_TH
Tekko Prime Blueprint,4,1,Silent-Lamb
Necramech Redirection,4,3,DreamJuno
Damaged Necramech Weapon Barrel,6,1,Mchaggis79
Damaged Necramech Weapon Set,9,2,ShadowMageAlpha
Damaged Necramech Weapon Receiver,6,1,ToxicZombie2008
Infectious Bite,25,1,TheOzzer
Paralytic Spores,199,1,Bartyde
Crescent Devolution,15,1,TheOzzer
Panzer Devolution,8,3,Acro
Anabolic Pollination,14,1,BigBubbaJukes
Primo Flair,20,1,Emiya1a
Jugulus Barbs,10,5,Yui-_-Hirasawa
Saxum Carapace,4,1,Lacroxer
Hard Engage,249,1,Bartyde
Vapor Trail,129,1,sly_squash
Saxum Spittle,79,1,LeahHiHi64
Damaged Necramech Weapon Stock,5,1,kazemon
Necramech Reach,5,1,Yishi_
Necramech Continuity,10,2,DreamJuno
Cabochon Embolos,2,96,WhiteWolfhz
Necramech Steel Fiber,13,1,PreSucrose
Jugulus Spines,199,1,Bartyde
Damaged Necramech Set,10,3,Hjallu
Purified Heciphron,1,63,Nerine_Radiata
Viral Quills,10,4,Viccaden
Carnis Mandible,2,19,Ryuooki
Damaged Necramech Pod,2,1,Vivrin
Necramech Refuel,9,2,onepixelarmy
Carnis Stinger,10,1,Ploopyqwerty
Crescent Charge,99,1,Bartyde
Survival Instinct,15,1,0verwhelmed
Deimos Cambion Drift Scene,25,1,Renormon
Nezha Prime Blueprint,5,1,CreamBetweens_
Guandao Prime Blueprint,4,1,Volaenyr
Combo Killer,40,3,alterror1
Thrall Pact,10,2,norigamiwolf
Critical Surge,12,5,M16Gamma
Theorem Demulcent,4,5,F3mboy-Collector
Sporothrix Blueprint,3,2,UNSTOPPABLE420
Necramech Efficiency,9,1,Binachi
Theorem Infection,4,13,RealSamurai
Arum Spinosa Blueprint,4,1,zenith612
Volatile Quick Return,3,3,Erodori
Blending Talons,9,1,zenith612
Arum Spinosa Guard,30,1,Muzz1221
Sporothrix Set,150,1,Azkurt
Residual Shock,4,1,Chlebek3214
Primed Firestorm,39,1,kirizria
Primed Fulmination,79,100,gujiuji
Bonewidow Set,75,1,JimSpace
Bonewidow Weapon Pod,30,1,NextSolution
Bonewidow Casing,30,1,NextSolution
Necramech Enemy Sense,5,2,phantasmalwordsmith
Necramech Rebuke,15,1,taufiq9955
Cortege Set,145,1,Chowabunga
Bonewidow Capsule,30,1,NextSolution
Voidrig Set,55,2,pbomackeiy
Necramech Aviator,7,1,P1ige0n
Ayatan Hemakara Sculpture,28,1,Xx_Your_DEATH_xX
Prisma Dual Decurions,70,1,SkaylerPrime
Cedo Barrel,7,2,Resmini
Cedo Receiver,12,3,RevivedPrime
Cedo Set,30,5,Orth
Mirage Prime Chassis Blueprint,7,1,Sylvdrop
Kogake Prime Blueprint,5,1,TheBassWarrior
Hornet Strike,3,8,chucklemeowdoge
Sybaris Prime Stock,6,1,Andro172
Ore Gaze,7,6,local_okamishi
Vigilante Offense,7,1,Hazy_Lazy_Doll
Magus Replenish,8,5,Orth
Hunter Synergy,7,1,WekroM
Slicing Feathers,4,2,Erodori
Braton Vandal Receiver,8,1,CarboTurbo
Braton Vandal Stock,109,1,Vivrin
Peculiar Bloom,20,1,Skrelpy25
Chroma Prime Set,79,1,QUARANTNE
Raksa Kubrow Imprint,11,2,GH0ST127
Rubico Prime Set,60,9,Aoihon
Gram Prime Blueprint,5,2,Shaddock223
Ambush,70,3,Prime.Gon
Hunhow's Chamber Scene,149,1,Bartyde
Lua Containment Scene,149,1,Bartyde
Silver Grove Shrine Scene,50,1,LucasKonka
Synth Reflex,3,2,ArtemisMagus
Synth Deconstruct,20,1,hugoganendra
Fetch,2,13,Erodori
Tek Enhance,15,1,DPS_MISHANIa
Spira Prime Pouch,20,1,Rerinar
Transistor Shield,8,1,zenith612
Shell Rush,5,1,Oni_FakeSmile
Sheev Blueprint,9,2,UltimateGrox
Sheev Hilt,7,1,UltimateGrox
Banshee Prime Set,50,1,paladinjack
Vauban Prime Set,129,1,ephenk
Mesa's Waltz,10,999,Sir_Fatal
Fragor Prime Blueprint,10,1,_Melar_
Fragor Prime Handle,12,1,hunderdzero
Vauban Prime Systems Blueprint,40,1,AoNZayne
Scattering Inferno,8,2,TheGolden24K
Kaszas Handle,10,1,Killuaxa
Tesla Bank,14,3,ShadowMageAlpha
Guided Effigy,15,1,lordtherenas
Lasting Covenant,15,1,Richardprvy1
Razorwing Blitz,10,1,Sunhawkk
Magus Cloud,5,5,Orth
Revenge,1,24,lostdoge08
Corrupt Charge,5,3,Yuuuuuuuuuki
Equilibrium,5,2,Wildrage18444444
Carrier Prime Cerebrum,40,1,pseudonymouse
Final Harbinger,15,10,Jodhood
Burston Prime Set,10,1,RevivedPrime
Loki Prime Set,80,1,ephenk
Nova Prime Set,120,1,gujiuji
Nyx Prime Set,100,4,Sserin
Soma Prime Set,85,1,---O.o-Train_bleu-o.O---
Twitch,10,116,Kamrimal
Adrenaline Boost,100,1,Cyram
Blind Shot,15,2,xXNikisoXx
Kill Switch,10,3,xXNikisoXx
Saryn Prime Chassis Blueprint,29,1,ksuzefvuy
Hunter Munitions,9,7,Cookedtoast
Tiberon Prime Receiver,9,1,jamerakanis
Arcane Acceleration,5,1,Purpletta
Augur Seeker,10,6,15613715204
Eternal War,15,1,EvilWithin07
Boltor Prime Barrel,10,1,Achlyyss
Gladiator Rush,4,54,DullahanHollow
Vigilante Vigor,9,4,Nobody597
Braton Prime Receiver,4,1,KILLALLCOPS
Overview,4,7,Zecqi
Primed Rifle Ammo Mutation,150,1,NaoPlay
Arcane Arachne,5,2,Honk.
Arcane Momentum,2,4,DreamJuno
Arcane Precision,7,4,Dezanar
Calm & Frenzy,13,1,Seijuki
Peaceful Provocation,15,1,Richardprvy1
Saryn Prime Systems Blueprint,8,1,TrapChloe
Delta Beacon,99,55,QUARANTNE
Nikana Prime Blueprint,6,1,CzarnaBl00za
Nikana Prime Blade,12,1,Rerinar
Pyroclastic Flow,13,1,Grosix3
Conductive Blade,5,9,DreamJuno
Zephyr Prime Neuroptics Blueprint,6,1,serzaan34
Zephyr Prime Set,86,1,PBJOtter
Gnashing Payara,3,2,Ryuooki
Kronen Prime Blueprint,3,1,IFEELBLOOD
Tiberon Prime Barrel,9,1,WARFRAME_LEGENDprime
Kronen Prime Blade,37,1,McCoin
Winds Of Purity,15,1,CherriiDot
Retribution,3,1,DownloadMoreRAM
Live Wire,7,1,Jab_Nin
Ivara Prime Set,60,1,Nindzjan_Gaming_YouTube
Empowered Quiver,14,2,ShadowMageAlpha
Insatiable,13,1,TheOzzer
Vigorous Swap,11,2,YaoiFrodo
Anemic Agility,4,4,chrxmexrei
Rolling Guard,10,70,Ishynn
Muzzle Flash,14,1,-Gwyndolin
Grineer Forest Water Pump Scene,15,1,LucasKonka
Exodia Might,7,1,BigBubbaJukes
Avenging Truth,9,1,ChannRamen
Mirage Prime Neuroptics Blueprint,5,1,Pheal
Ballistica Prime Upper Limb,8,1,G0fty
Dual Rounds,15,2,Opendia
Orvius Blade,2,1,FEH9I
Burdened Magazine,1,5,Erodori
Nami Skyla Prime Blueprint,5,1,Souljester33
Sonic Boost,29,1,sly_squash
Pax Bolt,15,5,Orth
Akjagara Prime Set,95,2,sahstream666
Akjagara Prime Link,5,1,Shaddock223
Magus Melt,9,21,us5353
Resolute Focus,4,4,MikulllC
Magus Firewall,15,5,Orth
Magus Destruct,14,5,Orth
Desiccation's Curse,15,1,Fachita
Stradavar Prime Barrel,5,1,Hurkisq
Stradavar Prime Stock,7,3,Souljester33
Repair Kit,10,1123,Kamrimal
Aero Periphery,2,11,Ahtih12
Anti-Grav Array,25,1,PYSHKIN67
Aero Agility,20,2,Eragon714497
Kavat's Grace,20,1,Lacroxer
Stasis Field,199,1,Bartyde
Tractor Beam,200,1,iknalik
Proton Snap,5,1,DVRKSER
Ventkids Clubhouse Scene,64,1,sly_squash
Gas City Lower Foyer Scene,10,2,Asylum414
Gas City Corridors Scene,10,2,Asylum414
Gas City Regulators Scene,10,1,Asylum414
Primed Chamber,300,4,Semblantx
Odonata Prime Wings Blueprint,18,1,CzarnaBl00za
Seeking Fury,2,3,ReinaldoRock
Eidolon Naramon Lens,20,1,Meshocheck
Meteor Crash,5,1,KastarTroy
Tiberon Prime Stock,23,1,Abood54ksa
Magus Husk,5,1,VVVVVVEmersonFisioVVVVVV
Magus Elevate,4,14,TheLionOfOrange
Hunter Recovery,4,5,Erodori
Guardian,2,1,ShanghaiPH
Mirage Prime Set,58,1,Itspepsii
Smoke Shadow,10,999,Sir_Fatal
Spectra Vandal Handle,15,1,CzarnaBl00za
Spectra Vandal Blueprint,9,1,_Abhishek_
Shatter Burst,3,13,Acro
Breach Quanta,3,6,Acro
Tether,5,2,AltCrest00
Prisma Twin Gremlins,60,1,TrueCatch
Primed Charged Shell,69,6,MOLI139
Akjagara Prime Barrel,23,1,king-Vamp
Charged Bullets,9,1,TKMoon
Particle Ram,6,1,Esi_of_Hasir
Blackout Pulse,4,2,Flishcap
Sabot Rounds,19,1,Alphafighters
Rubico Prime Receiver,4,1,neonmacska
Galatine Prime Blade,4,1,hsohsoprime
Gram Prime Set,39,1,Gotwar93
Sancti Tigris,35,1,EpicWench
Rubico Prime Stock,9,1,IFEELBLOOD
Nekros Prime Blueprint,30,1,thebudderwrench
Trinity Prime Systems Blueprint,8,1,Souljester33
Pistol Amp,5,1,Rolimogyi
Preparation,15,28,Zee-WF
Titania Prime Chassis Blueprint,10,1,Hurkisq
Corinth Prime Stock,12,1,Xycus21
Corinth Prime Blueprint,5,1,gueletric010
Titania Prime Systems Blueprint,40,1,zyzy20
Necramech Intensify,15,4,BiNGO-BAG
Fury,8,1,xexu987
Pathocyst Subcortex,5,1,MARViN_vv
Atlas Prime Systems Blueprint,4,1,ColinSoGoated10
Atlas Prime Neuroptics Blueprint,54,2,Diuglas
Atlas Prime Blueprint,3,4,EL0QUENCE
Dethcube Prime Systems,6,1,Sitacho
Pyrana Prime Set,54,1,sahstream666
Savage Silence,10,6,BluberNuget
Reaping Chakram,13,2,DraconaxPrime
Supra Vandal,75,1,SENNCAN
Limbo Prime Blueprint,6,1,kingrileyyk
Braton Vandal Barrel,9,1,Xx_Your_DEATH_xX
Ravage,3,3,Ahtih12
Destreza Prime Blueprint,7,1,Aasithar
Master Key,5,2,OdisWolf
Out Of Sight,5,2,phantasmalwordsmith
Khra,9,2,MustWeSpeakMc
Lohk,10,1,YareliMatingPress
Blood For Ammo,2,12,Ahtih12
Failsafe,3,3,ShadowPrime321
Blood For Energy,10,2,phantasmalwordsmith
Xata,10,1,Luke4267
Split Flights,50,1,phantasmalwordsmith
Gram Prime Blade,4,1,IFEELBLOOD
Voltaic Strike,59,1,zyzy20
Limbo Prime Chassis Blueprint,45,1,zyzy20
Ayatan Anasa Sculpture,6,1,Capt_Rush
Lato Vandal Receiver,2,1,snowballpee
Tek Assault,15,1,krestikbuy
Tek Gravity,4,1,Erodori
Tek Collateral,2,1,eStar_99_Enpi
Synth Charge,5,1,ArtemisMagus
Mecha Overdrive,18,5,kingcahu
Spira Prime Blade,14,1,BaguetteMuncha
Snipetron Vandal Receiver,10,1,Chlebek3214
Energy Field,2,3,ToxicZombie2008
Zodiac Shred,5,1,Lacroxer
Primed Regen,60,21,LYJZZX
Rifle Aptitude,3,3,gkenji
Augur Pact,5,1,javar2406
Teleport Rush,10,1,javar2406
Proboscis,49,1,Bartyde
Furor,10,42,Kamrimal
Virulent Scourge,5,1,Zollikami
Lex Prime Receiver,3,1,ColinSoGoated10
Slay Board,20,1,TubbyTacoSlap
Mesa Prime Neuroptics Blueprint,30,1,Iphonecomandroid
Redeemer Prime Handle,34,1,IFEELBLOOD
Critical Focus,15,2,Scooben
Ammo Chain,10,18,Kamrimal
Cetus Scene,200,1,EternalDamnedAkatsuki
Ion Infusion,15,1,Hjallu
Wolf Sledge Handle,2,77,UltimateGrox
Equinox Prime Set,63,1,Raedwulfe
Necramech Seismic Wave,8,1,Schizobia
Necramech Stretch,5,2,YouCanMilkThese
Granum Void Scene,5,1,TubbyTacoSlap
Bhisaj-Bal,25,1,lordtherenas
Necramech Deflection,9,1,gkenji
Botanist,55,1,AoNZayne
Combo Fury,20,1,Praeh
Guandao Prime Set,49,1,Necrolitiummm
Zakti Prime Set,40,1,SHOWMANX2
Residual Boils,4,1,Chlebek3214
Sporothrix Receiver,30,1,MrGek98
Necramech Flow,14,1,HappiNakir
Volatile Parasite,14,2,_GxdStatus_
Residual Viremia,4,2,Chlebek3214
Residual Malodor,4,2,Chlebek3214
Mach Crash,12,4,Beanheadfartsniffer
Volatile Rebound,12,1,HeiMiXiaoBw
Sporothrix Barrel,30,2,Lemoncia
Ayatan Kitha Sculpture,20,5,lujifa
Theorem Contagion,3,3,Chlebek3214
Voidrig Engine,15,1,TrgNghia
Necramech Augur,14,1,Binachi
Cedo Stock,10,3,RevivedPrime
Adaptation,9,1,victor190802br
Sharpshooter,15,26,Kapeika6
Power Donation,11,3,YaoiFrodo
Cautious Shot,14,3,YaoiFrodo
Counter Pulse,14,5,HitmanKiwi
Baza Prime Barrel,4,1,TrapChloe
Aksomati Prime Barrel,10,1,360NoSCopeO
Grendel Systems Locator,20,4,Kapeika6
Spectra Vandal Chassis,17,1,_Abhishek_
Spectra Vandal Set,75,1,Sserin
Primed Smite Grineer,59,6,MOLI139
Grendel Chassis Locator,17,44,Kapeika6
Fire Suppression,4,3,TomoMapuche
Ion Burn,6,1,SaxySaxophone
Battle Forge,5,3,CSBradley
Mending Splinters,12,1,ChannRamen
Despoil,8,2,bombonappleios16.4
Enveloping Cloud,13,1,poulgasol22
Jet Stream,10,1,Hizzy.
Corvas Barrel,8,1,sahstream666
Patagium,3,1,Ahtih12
Prisma Skana,35,3,Doroga2987
Bronco Prime Set,9,1,SciCaster
Astral Slash,5,2,Tenno20691
Zephyr Prime Systems Blueprint,45,1,PandaTychsen
Duality,12,1,ZenunUmbra
Efficient Transferral,5,4,DaPolice357
Gas City Upper Logistics Scene,10,4,Asylum414
Lua Zenurik Lens,35,1,AlvarooZ
Exposing Harpoon,8,1,WekroM
Efficient Beams,10,1,VeridicalSeeker
Companion Weapon Riven Mod (Veiled),50,2,Quinnie2k
Meticulous Aim,18,1,Rastii0
Lua Lens Blueprint,10,5,Joshe_2525
Lua Madurai Lens,400,2,EternalDamnedAkatsuki
Lua Vazarin Lens,34,1000,sly_squash
Lua Naramon Lens,30,1,asl-relique-13
Arcane Tanker,3,1,ShanghaiPH
Arcane Pistoleer,10,1,Sinjun2013
Pathocyst Blueprint,4,1,borritoeater69
Pathocyst Blade,9,1,jamerakanis
Concentrated Arrow,14,2,ShadowMageAlpha
Ash Prime Set,85,1,junglediff22
Limbo Prime Neuroptics Blueprint,26,1,7owel
Energy Transfer,14,1,poulgasol22
Smeeta Kavat Imprint,20,1,NothingIsuseless
Chroma Prime Blueprint,7,1,Souljester33
Ayatan Zambuka Sculpture,29,3,lujifa
Auto Breach,8,1,snowballpee
Untraceable,7,2,Viccaden
Vome,13,1,dahluz
Fass,10,1,YareliMatingPress
Twin Vipers Wraith Barrels,12,1,Nichilum
Marquise Thyst,2,30,ChernilZero
Sahasa Kubrow Imprint,10,2,Aguelo69
Huras Kubrow Imprint,25,8,Farmer_Harry
Goblite Tears,1,114,CentrelinkCrusader
Nitro Boost,20,1,Koumiss_lover
Extreme Velocity,25,1,Aiaes
Pax Charge,8,40,payaso109
Mesa Prime Set,69,1,LuciFeRr7
Mesa Prime Systems Blueprint,19,1,Ragnargh
Mesa Prime Chassis Blueprint,8,1,LovelySad
Magus Revert,12,5,Orth
Intruder Stasis,5,2,AltCrest00
Hyperstrike,2,2,Ahtih12
Predator,3,8,Ahtih12
Conic Nozzle,4,1,WekroM
Ripload,4,1,WekroM
Pennant Blueprint,19,2,WarBot9473
Form Up,7,1,Hazy_Lazy_Doll
Quellor Blueprint,19,1,zthzth
Seeker Volley,3,86,AltCrest00
Reactive Storm,15,2,EvilWithin07
Synoid Simulor,30,1,WarframeStoleMyAccV1
Rubico Prime Blueprint,27,1,Rerinar
Trinity Prime Chassis Blueprint,10,1,Gho5t-
Growing Power,29,16,Hong.Kong_Doll
Blood For Life,3,3,saminsrule
Jahu,10,1,JofuJoestar
Ris,9,1,Lacroxer
Netra,6,1,borritoeater69
Ivara Prime Blueprint,10,1,cryin2
Aksomati Prime Blueprint,3,1,kiritchigo03
Shedu Handle,9,1,EmErDogi2
Spectra Vandal Barrel,19,1,KENSHINWF
Vasca Kavat Imprint,20,1,darthgalaxo
Primed Smite Orokin,45,3,Sicariusz
Grendel Neuroptics Locator,20,7,TristeYou.
Forward Artillery,4,2,Ploopyqwerty
Munitions Vortex,3,4,DownloadMoreRAM
Chamber Of The Lotus Scene,149,1,Bartyde
Seeking Shuriken,9,1,MrFortyseven
Shocking Speed,9,1,zenith612
Arcane Avenger,7,2,_vashh_
Nekros Prime Set,100,1,local_okamishi
Arcane Phantasm,2,2,kinjakou
Nekros Prime Systems Blueprint,39,5,O.P.F
Chroma Prime Systems Blueprint,20,1,vSlayyer-
Arcane Rage,4,1,NeZeiQei
Chroma Prime Chassis Blueprint,7,1,Souljester33
Galatine Prime Set,54,1,slayerlolz
Chroma Prime Neuroptics Blueprint,20,1,neonmacska
Akjagara Prime Blueprint,3,7,EL0QUENCE
Strain Infection,19,3,neutreN
Quick Escape,10,1,Buddyram5
Void Hole,2,21,Drakariss88
Death Blossom,12,1,Mchaggis79
Zylok,76,6,MOLI139
Galatine Prime Handle,6,1,keatzu
Cold Arrival,20,1,TubbyTacoSlap
Vexing Retaliation,14,1,Bonespime1808
Magus Lockdown,4,1,jumao555
Chesa Kubrow Imprint,15,1,CherriiDot
Rakta Cernos,29,2,BlueNebula
Pop Top,15,8,Junthis
Dual Kamas Prime Blade,40,1,sweet_satan
Controlled Slide,14,1,DraconaxPrime
Mending Shot,18,3,.Space.Cowboy.
Ironclad Flight,10,7,Mchaggis79
Pangolin Prime Handle,5,2,IancuL
Corinth Prime Set,79,1,Nindzjan_Gaming_YouTube
Pangolin Prime Blueprint,10,1,Luxzan
Overloader,1,7,lostdoge08
Corinth Prime Barrel,45,6,Semblantx
Corinth Prime Receiver,7,1,LovelySad
Damaged Necramech Casing,1,3,MangoMento
Stellated Necrathene,2,140,WhiteWolfhz
Purged Dagonic,1,80,Schizobia
Transfusion,19,1,Praeh
Carnis Carapace,2,10,DreamJuno
Jugulus Carapace,11,1,Souljester33
Sly Devolution,15,1,0verwhelmed
Blast Shield,100,1,RichardBK
Iatric Mycelium,199,1,Bartyde
Deimos Vault Scene,100,1,bife-brando
Deimos Chamber Scene,25,1,war_framer_2017
Necramech Streamline,5,1,ardwiz
Orbiter Scene,40,1,Autumn0Falls
Damzav-Vati,14,1,ThePurpleShirtEyeStabber
Hata-Satya,18,1,RevnaFrode
Zazvat-Kar,14,2,ShadowMageAlpha
Corpus Depository Scene,2,6,MaxRacha
Necramech Hydraulics,5,1,MrGek98
Necramech Blitz,3,1,WekroM
Gas City Element Distribution Scene,10,2,Asylum414
Necramech Fury,3,5,DreamJuno
Guandao Prime Blade,7,1,SirJonas.
Zakti Prime Blueprint,15,2,benicheroso
Guandao Prime Handle,19,1,NickarilusPrime
Zakti Prime Barrel,4,1,UUUsername
Nezha Prime Systems Blueprint,4,1,Warrmattir
Nezha Prime Chassis Blueprint,25,1,shark1213
Zakti Prime Receiver,5,1,Oaharaa
