item_name,platinum,quantity,seller
Pistol Ammo Mutation,8,2,CSBradley
Phoenix Renewal,8,1,Nyexad
Corvas Receiver,8,1,sahstream666
Covert Lethality,8,3,BluberNuget
Helios Prime Systems,8,1,colton64
Exodia Contagion,8,9,_kiir_a
Synth Fiber,8,1,CSBradley
Fragor Prime Head,8,1,Pheal
Trample,8,1,WurfkreuZ
Panzer Devolution,8,3,Acro
Magus Replenish,8,5,Orth
Braton Vandal Receiver,8,1,CarboTurbo
Transistor Shield,8,1,zenith612
Scattering Inferno,8,2,TheGolden24K
Saryn Prime Systems Blueprint,8,1,TrapChloe
Ballistica Prime Upper Limb,8,1,G0fty
Trinity Prime Systems Blueprint,8,1,Souljester33
Fury,8,1,xexu987
Necramech Seismic Wave,8,1,Schizobia
Despoil,8,2,bombonappleios16.4
Corvas Barrel,8,1,sahstream666
Exposing Harpoon,8,1,WekroM
Auto Breach,8,1,snowballpee
Pax Charge,8,40,payaso109
Mesa Prime Chassis Blueprint,8,1,LovelySad
Axi S7 Relic,8,2,Pryde13
Axi L2 Relic,8,8,linyuanzimo
Neo Z6 Relic,8,16,SirLosers
Neo N13 Relic,8,10,0yme0
Meso N6 Relic,8,2,Edwin5535
Meso V1 Relic,8,5,DjParagon
Lith H2 Relic,8,25,SilentMan187
Lith S4 Relic,8,3,Boss58496
Lith B3 Relic,8,6,Lolo00097
Lith S1 Relic,8,4,DjParagon
Defensive Fire,8,2,quirkyturtle9001
Epitaph Receiver,8,1,foolscr0w
Malicious Code,8,1,Alphafighters
Counterbalance,8,1,Oaethe
Hard Reset,8,3,-Soul80-
Lith N8 Relic,8,25,SilentMan187
Nira's Anguish,8,5,MrGek98
Lith N11 Relic,8,24,Sunhawkk
Phenmor Blueprint,8,1,Frithiof
Felarx Blueprint,8,5,Prime.Gon
Baruuk Prime Systems Blueprint,8,1,ardwiz
Steflos Stock,8,1,EmErDogi2
Corufell Handle,8,1,Ashuana
Neo L2 Relic,8,34,Radynia
Longbow Sharpshot,8,1,WARFRAME_LEGENDprime
Inaak,8,1,grafeity
Gunsen Prime Blade,8,1,ssaayzs5
Neo T7 Relic,8,13,maxinext18
Grendel Prime Blueprint,8,1,Najm91
Netra Invocation,8,1,Glokame
Melee Crescendo,8,1,Hong.Kong_Doll
Akarius Prime Blueprint,8,1,LaMambaBamba
Akarius Prime Receiver,8,1,krestikbuy
Semi-Shotgun Cannonade,8,4,JakemanT
Semi-Rifle Cannonade,8,1,RekirtS
Pistol Elementalist,8,3,RekirtS
Quassus Prime Blade,8,1,SirJonas.
Dual Zoren Prime Handle,8,1,friggityfroggy
Lavos Prime Systems Blueprint,8,1,Samper_Fi_97
Leaded Gas,8,1,snowballpee
Arcane Escapist,8,1,sir_salters
Strun Wraith Receiver,9,1,Monosteffer7324
Kaszas Blade,9,1,Monosteffer7324
Strun Wraith Receiver,9,1,Monosteffer7324
Kaszas Blade,9,1,Monosteffer7324
Velocitus Receiver,9,1,WekroM
Fluctus Barrel,9,1,Riddancex8
Decurion Barrel,9,1,IFEELBLOOD
Strun Wraith Receiver,9,1,Monosteffer7324
Kaszas Blade,9,1,Monosteffer7324
Velocitus Receiver,9,1,WekroM
Fluctus Barrel,9,1,Riddancex8
Decurion Barrel,9,1,IFEELBLOOD
Malignant Force,9,1,makubigo
Odonata Prime Harness Blueprint,9,1,Monosteffer7324
Rathbone Head,9,5,Lord_Lothric
Hikou Prime Pouch,9,1,GeffyJeffy
Magazine Extension,9,10,divdes
Piercing Step,9,1,vbfgkdntm
Energy Siphon,9,1,a73984621
Stockpiled Blight,9,1,Erza323
Natural Talent,9,7,Mixenn
Wolf Sledge Motor,9,4,Asriel_Dreemurr_2016
Astral Twilight,9,9,BatzoPrime
Deceptive Bond,9,1,ChicaoInsano
Sudden Impact,9,1,vbfgkdntm
Wukong Prime Chassis Blueprint,9,1,6Re6aper6
Shattering Storm,9,2,Slashrude
Boltor Prime Receiver,9,1,Xx_Your_DEATH_xX
Sharpened Bullets,9,1,ShanghaiPH
Soul Survivor,9,1,DemmoTheEnjoyer
Frost Jaw,9,1,S1aaneshG
Adarza Kavat Imprint,9,1,Lychnitis
Rending Crane,9,1,Cousinit117
Onorix Handle,9,1,dextromxthorphan
Magus Anomaly,9,5,Orth
Marked Target,9,1,Scooben
Body Count,9,2,Zollikami
Venom Dose,9,1,MrFortyseven
Dakra Prime Handle,9,1,_xRAMPAGEx_
Soma Prime Barrel,9,1,Achlyyss
Wise Razor,9,4,HappiNakir
Stalking Fan,9,1,Souljester33
Frigid Blast,9,4,Ratmom
Nekros Prime Chassis Blueprint,9,1,wedheyzeus
Ivara Prime Systems Blueprint,9,1,Setsuna_x3
Baza Prime Blueprint,9,1,blackhunter54
Terminal Velocity,9,3,Lathary_
Magma Chamber,9,2,nofaceosama
Ember Prime Systems Blueprint,9,1,MORVID666ANGEL
Eroding Blight,9,1,Shaku0104
Decurion Receiver,9,1,IFEELBLOOD
Arcane Guardian,9,2,NIDrown
Shedu Barrel,9,1,7owel
Shedu Chassis,9,1,Oaethe
Accumulating Whipclaw,9,2,elzalupos
Hypothermic Shell,9,1,HappiNakir
Sicarus Prime Barrel,9,1,Deathbunnies
Energy Amplifier,9,3,HappiNakir
Pangolin Prime Blade,9,1,Xx_Your_DEATH_xX
Titania Prime Blueprint,9,1,Baymax17
Spellbound Harvest,9,1,Oaethe
Ordnance Cheap Shot,9,1,Mchaggis79
Revealing Spores,9,3,-Flo19-
Glaive Prime Disc,9,1,1105444322
Agkuza Guard,9,1,Ragnargh
Infested Impedance,9,1,vbfgkdntm
Pilfering Strangledome,9,2,Xx_Your_DEATH_xX
Maim,9,4,Az9991
Twirling Spire,9,2,strif.e
Gleaming Talon,9,1,SweetScavMusic
Medi-Ray,9,3,PlatinumChaser
Kronen Prime Handle,9,1,Setsuna_x3
Regenerative Molt,9,3,CaringRubik
Necramech Vitality,9,2,onepixelarmy
Radiant Finish,9,1,Nixster._.
Sheev Heatsink,9,1,Xx_Your_DEATH_xX
Rumbled,9,2,cyphrPrime_
Bursting Mass,9,5,Byrrr
Damaged Necramech Weapon Set,9,2,ShadowMageAlpha
Necramech Refuel,9,2,onepixelarmy
Necramech Efficiency,9,1,Binachi
Blending Talons,9,1,zenith612
Sheev Blueprint,9,2,UltimateGrox
Hunter Munitions,9,7,Cookedtoast
Tiberon Prime Receiver,9,1,jamerakanis
Vigilante Vigor,9,4,Nobody597
Tiberon Prime Barrel,9,1,WARFRAME_LEGENDprime
Avenging Truth,9,1,ChannRamen
Magus Melt,9,21,us5353
Spectra Vandal Blueprint,9,1,_Abhishek_
Charged Bullets,9,1,TKMoon
Rubico Prime Stock,9,1,IFEELBLOOD
Braton Vandal Barrel,9,1,Xx_Your_DEATH_xX
Khra,9,2,MustWeSpeakMc
Necramech Deflection,9,1,gkenji
Adaptation,9,1,victor190802br
Bronco Prime Set,9,1,SciCaster
Pathocyst Blade,9,1,jamerakanis
Ris,9,1,Lacroxer
Shedu Handle,9,1,EmErDogi2
Seeking Shuriken,9,1,MrFortyseven
Shocking Speed,9,1,zenith612
Necramech Drift,9,2,coast98
Axi W2 Relic,9,9,-Sheng-
Neo R1 Relic,9,3,Lolo00097
Neo E2 Relic,9,18,SirLosers
Neo R3 Relic,9,6,Sunhawkk
Neo S1 Relic,9,1,data1974
Meso S5 Relic,9,13,CakeMask
Lith A2 Relic,9,15,Kyrenic
Lith N4 Relic,9,12,Sunhawkk
Lith G3 Relic,9,9,-Sheng-
Lith M3 Relic,9,6,AOGIRI_TW
Lith V2 Relic,9,12,Boss58496
Carmine Penta Barrel,9,1,GirthEmperor
Swift Mercy,9,1,Scooben
Galvanized Scope,9,1,EPICtro11er
Galvanized Chamber,9,1,WARFRAME_LEGENDprime
Butcher's Revelry,9,1,ColinSoGoated10
Vampiric Grasp,9,3,Xx_Your_DEATH_xX
Lith N10 Relic,9,6,Edwin5535
Lith N12 Relic,9,24,Sunhawkk
Praedos Blueprint,9,2,Prime.Gon
Meso P8 Relic,9,24,Sunhawkk
Axi G10 Relic,9,3,Lolo00097
Shotgun Vendetta,9,3,Loinchen
Primary Blight,9,1,Loinchen
Masseter Prime Blade,9,1,NerditoBuritto
Zylok Prime Blueprint,9,1,zKaTilysT
Velox Prime Barrel,9,1,nofaceosama
Nautilus Prime Cerebrum,9,1,WARFRAME_LEGENDprime
Resourceful Retriever,9,5,Dronery
Precision Conditioning,9,9,TenseiStar
Brute Conditioning,9,6,TenseiStar
Magnetic Strafe,9,8,JakemanT
Spectral Serration,9,4,JakemanT
Technocyte Coda Stadium Scene,9,3,BigBubbaJukes
Mutalist Alad V Assassinate (Key),10,12,phantasmalwordsmith
Irradiating Disarm,10,1,alephnull2
Antimatter Absorb,10,1,Viccaden
Targeting Subsystem,10,1,joacoelalfa
Mutalist Alad V Assassinate (Key),10,12,phantasmalwordsmith
Irradiating Disarm,10,1,alephnull2
Antimatter Absorb,10,1,Viccaden
Targeting Subsystem,10,1,joacoelalfa
Kinetic Diversion,10,1,nihilucid
Imperator Vandal Barrel,10,1,RealSamurai
Shotgun Savvy,10,17,Uqueijodechocolate
Mutalist Alad V Assassinate (Key),10,12,phantasmalwordsmith
Irradiating Disarm,10,1,alephnull2
Antimatter Absorb,10,1,Viccaden
Targeting Subsystem,10,1,joacoelalfa
Kinetic Diversion,10,1,nihilucid
Shattering Justice,10,1,VeridicalSeeker
Imperator Vandal Barrel,10,1,RealSamurai
Velocitus Stock,10,2,Killuaxa
Rathbone Handle,10,1,TxHUNTERx
Reaper Prime Blueprint,10,1,eazyduzit2000
Vulcan Blitz,10,1,Unevyr
Volt Prime Chassis Blueprint,10,1,AmberDuskDragon
Savagery,10,2,Unevyr
Arcane Velocity,10,1,kinjakou
Swing Line,10,1,Boss58496
Purging Slash,10,2,Kanneuwu
Trinity Prime Neuroptics Blueprint,10,1,HaysGamerZ
Insulation,10,1,KMLCLGR
Ambush Optics,10,1,Idontwannabeu1337
Nyx Prime Chassis Blueprint,10,1,GotPutInASpliff
Capacitance,10,5,KastarTroy
Lasting Purity,10,1,DankPandaz888
Magazine Warp,10,20,ivan-general357
Infiltrate,10,1,Sunhawkk
Justice Blades,10,1,o1ken
Buzz Kill,10,1,Deathbunnies
Blood Rush,10,2,SPEEEDBOOOOOOOOOST
Shrapnel Shot,10,10,BluberNuget
Coolant Leak,10,2,mcaorrkn
Skull Shots,10,1,ShadowPrime321
Vicious Frost,10,4,neutreN
Vectis Prime Stock,10,1,ChillNinjaEsq
Bo Prime Handle,10,1,javar2406
Singularity,10,1,lLany
Vectis Prime Barrel,10,2,B4lllZy
Vasto Prime Barrel,10,1,TwistedFox.7c
Strain Consume,10,20,Drakariss88
Magus Overload,10,5,Orth
Molecular Fission,10,1,tramaqdoodle
Napalm Grenades,10,6,sahstream666
Snap Shot,10,10,coast98
Hallowed Reckoning,10,1,Kigano182
Arcane Aegis,10,2,Skrelpy25
Negation Armor,10,1,_JetWorld_
Cephalon Suda Augment Mod,10,3,ChevChelios44
Shotgun Scavenger,10,1,DragonCarol
Greedy Pull,10,5,AlexSnow30
Constitution,10,1,scp0964357
Lex Prime Set,10,1,Sth3alter
Holster Amp,10,1,wordnA
Grinloked,10,3,xXNikisoXx
Steel Meridian Augment Mod,10,3,ChevChelios44
Sniper Scavenger,10,1,CLIKBAITGOD
Gas City Cloud Vista Scene,10,2,TheEdouardu77
Loki Prime Blueprint,10,2,ButtCrackFungus
Critical Delay,10,1,SG-Annie
Karak Wraith Barrel,10,1,MARViN_vv
Afterburn,10,2,Gasparotto
Rising Storm,10,1,TzlWudi
Chilling Globe,10,1,pcthegame
Exothermic,10,2,Tomzli
Boar Prime Blueprint,10,1,Kromann2300
Centaur Blade,10,1,norigamiwolf
Directed Convergence,10,1,slayermj12
Entropy Detonation,10,1,Rolozenno
Stinging Thorn,10,2,Alphafighters
Furax Wraith Set,10,100,Together_Forever
Dead Eye,10,1,Zollikami
Exodia Valor,10,1,_GxdStatus_
Ash Prime Chassis Blueprint,10,1,Jonbars
Slip Magazine,10,769,Kamrimal
Vile Acceleration,10,1,Gho5t-
Piercing Hit,10,664,Kamrimal
Shock Trooper,10,1,ZenunUmbra
Critical Deceleration,10,1,AoNZayne
Healing Flame,10,9,M16Gamma
Paris Prime Set,10,1,Sth3alter
Exodia Force,10,6,TheLionOfOrange
Chromatic Blade,10,1,ZenunUmbra
Neutralizing Justice,10,1,victor190802br
Wukong Prime Systems Blueprint,10,1,MauroXD04
Banshee Prime Systems Blueprint,10,1,Samper_Fi_97
Hastened Deflection,10,1,slayermj12
Infectious Injection,10,2,Hong.Kong_Doll
Gas City Central Drop Scene,10,2,TheEdouardu77
Contamination Casing,10,15,Hong.Kong_Doll
Cleanse Grineer,10,208,Kamrimal
Bright Purity,10,1,OnlyPlayWithMe
Bleeding Edge,10,94,Kamrimal
Virtuos Spike,10,5,Orth
Flame Repellent,10,826,Kamrimal
Gas City Alad's Laboratory Scene,10,2,TheEdouardu77
Ember Prime Chassis Blueprint,10,1,hitokachi
Pilfering Swarm,10,1,Sunhawkk
Twin Vipers Wraith Link,10,1,MARViN_vv
Warding Thurible,10,1,Yishi_
Ironclad Charge,10,1,Atremiz
Tipedo Prime Ornament,10,1,Setsuna_x3
Furious Javelin,10,2,Viccaden
Exodia Brave,10,1,TheLionOfOrange
Exodia Triumph,10,1,Chlebek3214
Magus Nourish,10,21,Symbiont
Deadly Sequence,10,1,Binachi
Tempo Royale,10,1,Quinnie2k
Phaedra Barrel,10,9,TrueCatch
Furax Wraith Left Gauntlet,10,1,MARViN_vv
Rifle Riven Mod (Veiled),10,1,Gaiiiiia
Path Of Statues,10,2,_JetWorld_
Contagion Cloud,10,1,MrFortyseven
Carrier Prime Carapace,10,1,KrustEKrab
Conductor,10,6,norigamiwolf
Blood Forge,10,1,SEGADELLANOTTE
Magus Accelerant,10,27,MasterVanMoord
Orthos Prime Set,10,1,ImHxperr
Gorgon Frenzy,10,3,xXNikisoXx
The Perrin Sequence Augment Mod,10,10,OmegaRiddler
Arbiters of Hexis Augment Mod,10,3,ChevChelios44
Reaper Prime Handle,10,1,Rerinar
Frost Prime Systems Blueprint,10,1,MORVID666ANGEL
Sequence Burn,10,1,CloudATL
Lightning Rod,10,2155,Kamrimal
EMP Aura,10,1,hunderdzero
Venari Bodyguard,10,3,Jelanat
Virtuos Trojan,10,5,Orth
Dread Ward,10,1,MrFortyseven
Tribunal,10,12,zMadonna
Blazing Pillage,10,1,Sunhawkk
Artillery Cheap Shot,10,1,BlarkenHeimel
Quicklock,10,596,Kamrimal
Ice Wave Impedance,10,1,ItsJustaRide
Volt Prime Systems Blueprint,10,4,Setsuna_x3
Assimilate,10,1,Saner_23
Grineer Forest Factory Scene,10,1,Hjallu
Corpus Ship Hangar Scene,10,1,Hjallu
Panthera Prime Receiver,10,1,CarboTurbo
Crushing Ruin,10,1,SenQmaN
Narrow Minded,10,1,fox.h
Eidolon Lens Blueprint,10,10,Meshocheck
Cyngas Receiver,10,1,TrueCatch
Saryn Prime Neuroptics Blueprint,10,1,CarboTurbo
Necramech Thrusters,10,1,DreamJuno
Red Veil Augment Mod,10,5,likegod135
Corvas Stock,10,1,_kartin_
Gorgon Wraith Set,10,2,darthgalaxo
Fracturing Crush,10,6,Xtheyemptysoul
Focused Acceleration,10,1,ZTG47
Four Riders,10,1,FcsUchiha
Jugulus Barbs,10,5,Yui-_-Hirasawa
Necramech Continuity,10,2,DreamJuno
Damaged Necramech Set,10,3,Hjallu
Viral Quills,10,4,Viccaden
Carnis Stinger,10,1,Ploopyqwerty
Thrall Pact,10,2,norigamiwolf
Mesa's Waltz,10,999,Sir_Fatal
Fragor Prime Blueprint,10,1,_Melar_
Kaszas Handle,10,1,Killuaxa
Razorwing Blitz,10,1,Sunhawkk
Burston Prime Set,10,1,RevivedPrime
Twitch,10,116,Kamrimal
Kill Switch,10,3,xXNikisoXx
Augur Seeker,10,6,15613715204
Boltor Prime Barrel,10,1,Achlyyss
Rolling Guard,10,70,Ishynn
Repair Kit,10,1123,Kamrimal
Gas City Lower Foyer Scene,10,2,Asylum414
Gas City Corridors Scene,10,2,Asylum414
Gas City Regulators Scene,10,1,Asylum414
Smoke Shadow,10,999,Sir_Fatal
Titania Prime Chassis Blueprint,10,1,Hurkisq
Savage Silence,10,6,BluberNuget
Lohk,10,1,YareliMatingPress
Blood For Energy,10,2,phantasmalwordsmith
Xata,10,1,Luke4267
Snipetron Vandal Receiver,10,1,Chlebek3214
Teleport Rush,10,1,javar2406
Furor,10,42,Kamrimal
Ammo Chain,10,18,Kamrimal
Cedo Stock,10,3,RevivedPrime
Aksomati Prime Barrel,10,1,360NoSCopeO
Jet Stream,10,1,Hizzy.
Gas City Upper Logistics Scene,10,4,Asylum414
Efficient Beams,10,1,VeridicalSeeker
Lua Lens Blueprint,10,5,Joshe_2525
Arcane Pistoleer,10,1,Sinjun2013
Fass,10,1,YareliMatingPress
Sahasa Kubrow Imprint,10,2,Aguelo69
Trinity Prime Chassis Blueprint,10,1,Gho5t-
Jahu,10,1,JofuJoestar
Ivara Prime Blueprint,10,1,cryin2
Quick Escape,10,1,Buddyram5
Ironclad Flight,10,7,Mchaggis79
Pangolin Prime Blueprint,10,1,Luxzan
Gas City Element Distribution Scene,10,2,Asylum414
Basmu Blueprint,10,4,Tebas-Boy
Tenora Prime Stock,10,1,Ravlex
Tenora Prime Barrel,10,1,ntNebby
Octavia Prime Chassis Blueprint,10,1,krestikbuy
Octavia Prime Systems Blueprint,10,1,kiritchigo03
Axi V10 Relic,10,7,Blau.
Axi Z1 Relic,10,6,Lolo00097
Axi R2 Relic,10,2,Volmie
Axi N2 Relic,10,1,Seerista
Axi T2 Relic,10,8,Gold-Hay
Axi T3 Relic,10,11,Volmie
Neo V5 Relic,10,50,MEFA775
Neo N14 Relic,10,12,SirLosers
Neo D2 Relic,10,18,SirLosers
Neo L1 Relic,10,20,-Gwyndolin
Neo S3 Relic,10,4,The_Bear89
Meso E4 Relic,10,12,Sunhawkk
Meso A1 Relic,10,5,linyuanzimo
Meso B2 Relic,10,5,fizzledwar
Meso F1 Relic,10,13,CakeMask
Meso C4 Relic,10,11,Sunhawkk
Meso Z3 Relic,10,4,iNanobit
Meso M3 Relic,10,13,M1SSCL1CK
Meso N2 Relic,10,10,DeadGLAM
Meso V2 Relic,10,10,DeadGLAM
Meso C1 Relic,10,4,DjParagon
Meso N1 Relic,10,15,lowlifecanine
Meso D1 Relic,10,7,Gold-Hay
Lith Z1 Relic,10,20,Seerista
Lith V4 Relic,10,4,Pryde13
Lith T4 Relic,10,16,rayzing2
Lith P4 Relic,10,1,PedroBazote
Lith B6 Relic,10,18,Gold-Hay
Lith P1 Relic,10,12,CakeMask
Lith A1 Relic,10,5,DjParagon
Lith S2 Relic,10,16,lowlifecanine
Lith K3 Relic,10,13,CHiliPePeR58
Hemorrhage,10,5,Furnies_Wolfy
Internal Bleeding,10,1,Vivrin
Nautilus Carapace,10,3,Medjhail
Carmine Penta Receiver,10,1,Knny10
Carmine Penta Stock,10,1,Galahdm
Epitaph Set,10,9,Resmini
Deimos Heart Scene,10,2,Asylum414
Deimos Cenote Scene,10,3,Asylum414
Deimos Verge Scene,10,4,Asylum414
Fused Reservoir,10,1,l_--_Sikkie_--_l
Hearty Nourishment,10,1,Arkhas017
Galvanized Hell,10,1,Nahuecopa
Wanz Stabilizer Blueprint,10,1,Krucknis
Galvanized Aptitude,10,7,MxggazZ
Galvanized Acceleration,10,3,My_Name_is_MILK987
Repo Audit,10,5,Hjallu
Galvanized Crosshairs,10,3,kingcahu
Garmr Core Blueprint,10,1,ShadowPrime321
Dorma Hound Blueprint,10,1,Pheal
Reflex Denial,10,6,Hjallu
Raiju Core Blueprint,10,2,Zazakus
Urga Bracket Blueprint,10,1,andreboy2
Equilibrium Audit,10,1,Deadstar414
Neo N17 Relic,10,48,BatzoPrime
Strun Prime Blueprint,10,3,Sicariusz
Lith T7 Relic,10,6,Virere
Ghoulsaw Set,10,7,PHR0STB1TE
Lith L3 Relic,10,1,PigsHaveGreatExpectation
The Relentless Lost,10,1,ardwiz
Meso A3 Relic,10,63,SpectralAscend
Harrow Prime Chassis Blueprint,10,2,Orangeling
Biting Frost,10,1,Glokame
Lith Z3 Relic,10,16,NickarilusPrime
Garuda Prime Neuroptics Blueprint,10,1,nika410422
Lith K9 Relic,10,4,Astropia
Meso H2 Relic,10,6,alterror1
Revenant Prime Neuroptics Blueprint,10,1,rayzing2
Cobra & Crane Prime Guard,10,1,Izanami_Mikoto
Arcane Steadfast,10,1,MarcielBR
Steflos Receiver,10,1,Hjallu
Mesmer Shield,10,3,Viridian_Hunter
Secondary Encumber,10,11,_Abhishek_
Haav,10,1,ziradavine
Xiran,10,1,ziradavine
Seonn,10,1,ziradavine
Rauta Stock,10,1,Xx_Zorka_xX
Wisp Prime Chassis Blueprint,10,1,krestikbuy
Lith H9 Relic,10,12,jimwatchin
Ulfrun's Endurance,10,1,sain1
Temporal Erosion,10,2,Saikei7019
Fulmin Prime Receiver,10,1,Rerinar
Ris Invocation,10,1,HideoRoz
Fass Canticle,10,1,Renormon
Axi P6 Relic,10,5,Astropia
Axi D5 Relic,10,4,Astropia
Acceltra Prime Stock,10,1,DevilTailP
Divine Retribution,10,1,Ieatzoloft
Valence Formation,10,1,Saikei7019
Cinta Blueprint,10,2,PlatinumFarmerPrime
Rifle Elementalist,10,8,Benibenasi
Temporal Artillery,10,1,Saikei7019
Neo G6 Relic,10,13,WarBot9473
Lith C12 Relic,10,11,Gold-Hay
Epitaph Prime Receiver,10,2,MavizzDave
Gastro,10,2,Arkhas017
Sepsis Claws,10,1,Ragnarnunh
Chilling Claws,10,1,Ragnarnunh
Disabling Conditioning,10,2,Hjallu
Galvanized Steel,10,1,HayilCrowz
Galvanized Elementalist,10,1,jacintoenes
Xaku Prime Systems Blueprint,10,3,uHunt3r
Trumna Prime Barrel,10,1,BenshiiVarga
Trumna Prime Receiver,10,1,MichiruKagemorii
Merciless Gunfight,10,1,peanutsweanuts
Reconifex Barrel,10,5,Orth
Reconifex Receiver,10,5,Orth
Vesper 77 Barrel,10,5,Orth
Vesper 77 Receiver,10,5,Orth
Vesper 77 Handle,10,1,Deadstar414
Cedo Prime Blueprint,10,1,WARFRAME_LEGENDprime
Axi M6 Relic,10,2,LaMambaBamba
Lith S17 Relic,10,30,aWenyyds
Fused Crucible,10,1,Sablonus
Gleaming Blight,11,1,PlatinumFarmerPrime
Total Eclipse,11,1,Ragnargh
Ash Prime Neuroptics Blueprint,11,1,FlameRose
Scorch,11,1,ShadowPrime321
Celestial Stomp,11,1,HexMahi
Gilded Truth,11,1,SohhDerMenge
Repelling Bastille,11,1,Sunhawkk
Brief Respite,11,1,leumasx7
Stradavar Prime Blueprint,11,1,blackhunter54
Catapult,11,3,LovelySad
Rubble Heap,11,998,Sir_Fatal
Partitioned Mallet,11,1,Sunhawkk
Raksa Kubrow Imprint,11,2,GH0ST127
Vigorous Swap,11,2,YaoiFrodo
Power Donation,11,3,YaoiFrodo
Jugulus Carapace,11,1,Souljester33
Martyr Symbiosis,11,1,VDruid0
Galvanized Diffusion,11,10,Eoh_
Galvanized Shot,11,10,Eoh_
Galvanized Savvy,11,10,Eoh_
Thermal Transfer,11,3,MR_0XxX0
Parallax Set,11,5,SHOWMANX2
Dual Keres Prime Blueprint,11,1,Gogfy
Merulina Guardian,11,1,Oaethe
Larkspur Prime Barrel,11,2,EPICtro11er
Arcane Reaper,11,2,SaxySaxophone
Wyrm Prime Blueprint,12,1,IFEELBLOOD
Rhino Prime Neuroptics Blueprint,12,1,krestikbuy
Explosive Legerdemain,12,4,LordOfBurek
Fireball Frenzy,12,6,Reaperr_18
Wild Frenzy,12,1,jonnysonny
Soma Prime Receiver,12,1,Rerinar
Chaos Sphere,12,1,Alphafighters
Zephyr Prime Blueprint,12,1,Setsuna_x3
Rousing Plunder,12,1,Glokame
Abating Link,12,1,lordofire12
Hallowed Eruption,12,1,Varothh
Piercing Roar,12,1,kanabis74
Latron Wraith Blueprint,12,1,YlangWx
Targeting Receptor,12,1,CSBradley
Stinging Truth,12,1,Nichder_
Icy Avalanche,12,2,lordtherenas
Rift Haven,12,1,Purpletta
Dera Vandal Barrel,12,1,ResidentSchleeper
Shield Of Shadows,12,3,realgoldfish123
Blinding Reave,12,1,poulgasol22
Reinforcing Stomp,12,1,TheOzzer
Karak Wraith Stock,12,1,Monosteffer7324
Endoparasitic Vector,12,1,BigBubbaJukes
Mirage Prime Systems Blueprint,12,2,Nichder_
Critical Surge,12,5,M16Gamma
Cedo Receiver,12,3,RevivedPrime
Fragor Prime Handle,12,1,hunderdzero
Nikana Prime Blade,12,1,Rerinar
Corinth Prime Stock,12,1,Xycus21
Mach Crash,12,4,Beanheadfartsniffer
Volatile Rebound,12,1,HeiMiXiaoBw
Mending Splinters,12,1,ChannRamen
Duality,12,1,ZenunUmbra
Twin Vipers Wraith Barrels,12,1,Nichilum
Magus Revert,12,5,Orth
Death Blossom,12,1,Mchaggis79
Ceti Lacera Blueprint,12,1,sahstream666
Axi O1 Relic,12,3,Gasparotto
Axi V8 Relic,12,24,Mr.shuijun
Axi O5 Relic,12,2,BigBoiMad
Axi V7 Relic,12,6,AOGIRI_TW
Axi L3 Relic,12,15,linyuanzimo
Axi S1 Relic,12,3,DjParagon
Neo N12 Relic,12,20,akilespop
Neo V3 Relic,12,19,-Gwyndolin
Neo T3 Relic,12,15,-Sheng-
Meso F2 Relic,12,2,DevilTailP
Meso N5 Relic,12,5,Gwoo
Lith M1 Relic,12,10,-Gwyndolin
Carmine Penta Blueprint,12,1,hunderdzero
The Cold Below Scene,12,1,Schizobia
Axi P4 Relic,12,2,-Gwyndolin
Meso G3 Relic,12,9,-Sheng-
Axi T8 Relic,12,13,-Gwyndolin
Gourmand,12,2,DraconaxPrime
Range Advantage,12,3,TubbyTacoSlap
Baruuk Prime Blueprint,12,1,chief_52
Rauta Barrel,12,8,XXGHOST_079XX
Shadow Haze,12,1,Yishi_
Grendel Prime Systems Blueprint,12,1,victor190802br
Masseter Prime Set,12,1,MichiruKagemorii
Melee Duplicate,12,2,elpou999
Axios Javelineers,12,1,zd4b
Recrystalize,12,1,Krucknis
Prey Of Dynar,12,23,Tw0nPrime
Cedo Prime Receiver,12,2,hsohsoprime
Lavos Prime Blueprint,12,2,arphome12
Blind Rage,13,2,xexu987
Vampire Leech,13,1,Seijuki
Nyx Prime Blueprint,13,1,Deathbunnies
Safeguard Switch,13,1,Rocketh1
Pool Of Life,13,1,tobiwolf
Neutron Star,13,2,adixonfreeuse
Gladiator Vice,13,1,wcjkjkj
Prism Guard,13,3,AoNZayne
Primal Rage,13,1,ZenunUmbra
Creeping Terrify,13,1,ZythOwO
Hydraulic Chamber,13,2,Killer2611992
Centaur Handle,13,2,_..Spawn.._
Seismic Wave,13,5,7owel
Target Fixation,13,2,TheOzzer
Resonance,13,1,Atremiz
Iron Shrapnel,13,3,kanabis74
Hushed Invisibility,13,1,ZenunUmbra
Latron Wraith Stock,13,1,Monosteffer7324
Karak Wraith Receiver,13,1,NoobVex
Reaper Prime Blade,13,1,Wild_LuCIFeR_
Toxic Blight,13,1,junglediff22
Odomedic,13,1,UNCLE_PECOS
Immolated Radiance,13,9,AlmightyTaco10
Photon Repeater,13,3,Binachi
Akstiletto Prime Barrel,13,1,Yovani_D_Funny
Bladed Rounds,13,1,Souljester33
Pacifying Bolts,13,3,xXminecloneXx
Abundant Mutation,13,1,Seijuki
Precision Strike,13,1,Mixenn
Viral Tempest,13,1,poulgasol22
Panthera Prime Barrel,13,1,Setsuna_x3
Larva Burst,13,1,TheOzzer
Boar Prime Receiver,13,1,ImpulsedPrime
